portfolio_id,desk_id,office_id,pf_category,start_date,sold,country_code,euribor_rate,currency,libor_rate,bought,creation_date,indicator_code,sell_date,type,hedge_value,status,return
PF00012567,,OFF00001002,C,20150217,11154000,M,3.00E-05,CHF,-0.66605,11153674.68,20150217,TRUE,20150224,E,FALSE,TRUE,0.0018
PF00012586,,OFF00001002,C,20150227,14080000,M,3.00E-05,CHF,-0.66605,14077590.76,20150227,TRUE,20150327,E,FALSE,TRUE,0.00264
PF00012534,,OFF00001002,C,20150203,14652000,M,3.00E-05,CHF,-0.66605,14641629.64,20150203,TRUE,20150505,E,FALSE,TRUE,0.00336
PF00012536,,OFF00001002,C,20150204,15136000,M,3.00E-05,CHF,-0.66605,15125896.72,20150204,TRUE,20150505,E,FALSE,TRUE,0.00324
PF00012589,,OFF00001002,C,20150227,15433000,M,3.00E-05,CHF,-0.66605,15432549.87,20150227,TRUE,20150306,E,FALSE,TRUE,0.0018
PF00012547,,OFF00001002,C,20150209,15554000,M,3.00E-05,CHF,-0.66605,15551459.51,20150209,TRUE,20150309,E,FALSE,TRUE,0.00252
PF00012548,,OFF00001002,C,20150210,16137000,M,3.00E-05,CHF,-0.66605,16136529.34,20150210,TRUE,20150217,E,FALSE,TRUE,0.0018
PF00012561,,OFF00001002,C,20150213,16500000,M,3.00E-05,CHF,-0.66605,16499518.75,20150213,TRUE,20150220,E,FALSE,TRUE,0.0018
PF00012572,,OFF00001002,C,20150219,17149000,M,3.00E-05,CHF,-0.66605,17146098.96,20150219,TRUE,20150320,E,FALSE,TRUE,0.00252
PF00012576,,OFF00001002,C,20150220,17347000,M,3.00E-05,CHF,-0.66605,17346494.05,20150220,TRUE,20150227,E,FALSE,TRUE,0.0018
PF00012543,,OFF00001002,C,20150206,20966000,M,3.00E-05,CHF,-0.66605,20962575.55,20150206,TRUE,20150306,E,FALSE,TRUE,0.00252
PF00012565,,OFF00001002,C,20150217,23100000,M,3.00E-05,CHF,-0.66605,23096227,20150217,TRUE,20150317,E,FALSE,TRUE,0.00252
PF00012575,,OFF00001002,C,20150219,27500000,M,3.00E-05,CHF,-0.66605,27489000,20150219,TRUE,20150420,E,FALSE,TRUE,0.00288
PF00012560,,OFF00001002,C,20150213,29326000,M,3.00E-05,CHF,-0.66605,29320696.88,20150213,TRUE,20150316,E,FALSE,TRUE,0.00252
PF00012587,,OFF00001002,C,20150227,39600000,M,3.00E-05,CHF,-0.66605,39583500,20150227,TRUE,20150428,E,FALSE,TRUE,0.003
PF00012552,,OFF00001002,C,20150211,4.40E+07,M,3.00E-05,CHF,-0.66605,43969310,20150210,TRUE,20150515,E,FALSE,TRUE,0.00324
PF00012533,,OFF00001002,C,20150203,44275000,M,3.00E-05,CHF,-0.66605,44243663.14,20150203,TRUE,20150505,E,FALSE,TRUE,0.00336
PF00012542,,OFF00001002,C,20150206,50908000,M,3.00E-05,CHF,-0.66605,50871968.45,20150206,TRUE,20150508,E,FALSE,TRUE,0.00336
PF00012557,,OFF00001002,C,20150212,61600000,M,3.00E-05,CHF,-0.66605,61557359.11,20150212,TRUE,20150512,E,FALSE,TRUE,0.00336
PF00012579,,OFF00001002,C,20150225,61600000,M,3.00E-05,CHF,-0.66605,61598203.33,20150225,TRUE,20150304,E,FALSE,TRUE,0.0018
PF00012559,,OFF00001002,C,20150213,6.60E+07,M,3.00E-05,CHF,-0.66605,65988065,20150213,TRUE,20150316,E,FALSE,TRUE,0.00252
PF00012558,,OFF00001002,C,20150213,71610000,M,3.00E-05,CHF,-0.66605,71597050.53,20150212,TRUE,20150316,E,FALSE,TRUE,0.00252
PF00012541,,OFF00001002,C,20150206,7.70E+07,M,3.00E-05,CHF,-0.66605,76945501.11,20150206,TRUE,20150508,E,FALSE,TRUE,0.00336
PF00012535,,OFF00001002,C,20150203,9.90E+07,M,3.00E-05,CHF,-0.66605,98983060,20150203,TRUE,20150303,E,FALSE,TRUE,0.00264
PF00012544,,OFF00001002,C,20150206,133100000,M,3.00E-05,CHF,-0.66605,133075931.1,20150206,TRUE,20150309,E,FALSE,TRUE,0.00252
PF00013709,,OFF00001002,C,20160211,1078000,M,-0.00232,CHF,-0.643019048,1077905.675,20160211,TRUE,20160218,E,FALSE,TRUE,0.0054
PF00013691,,OFF00001002,C,20160205,3982000,M,-0.00232,CHF,-0.643019048,3974060.334,20160205,TRUE,20160512,E,FALSE,TRUE,0.00888
PF00013745,,OFF00001002,C,20160225,7183000,M,-0.00232,CHF,-0.643019048,7182371.488,20160225,TRUE,20160303,E,FALSE,TRUE,0.0054
PF00013744,,OFF00001002,C,20160225,15686000,M,-0.00232,CHF,-0.643019048,15684627.48,20160225,TRUE,20160303,E,FALSE,TRUE,0.0054
PF00013706,,OFF00001002,C,20160210,16445000,M,-0.00232,CHF,-0.643019048,16443766.63,20160210,TRUE,20160216,E,FALSE,TRUE,0.0054
PF00013719,,OFF00001002,C,20160216,16500000,M,-0.00232,CHF,-0.643019048,16498556.25,20160216,TRUE,20160223,E,FALSE,TRUE,0.0054
PF00013746,,OFF00001002,C,20160225,18117000,M,-0.00232,CHF,-0.643019048,18115641.23,20160225,TRUE,20160303,E,FALSE,TRUE,0.0054
PF00013708,,OFF00001002,C,20160211,19547000,M,-0.00232,CHF,-0.643019048,19545289.64,20160211,TRUE,20160218,E,FALSE,TRUE,0.0054
PF00013688,,OFF00001002,C,20160204,20823000,M,-0.00232,CHF,-0.643019048,20821177.99,20160204,TRUE,20160211,E,FALSE,TRUE,0.0054
PF00013710,,OFF00001002,C,20160211,2.20E+07,M,-0.00232,CHF,-0.643019048,21998075,20160211,TRUE,20160218,E,FALSE,TRUE,0.0054
PF00013687,,OFF00001002,C,20160204,22011000,M,-0.00232,CHF,-0.643019048,22009074.04,20160204,TRUE,20160211,E,FALSE,TRUE,0.0054
PF00013682,,OFF00001002,C,20160203,27500000,M,-0.00232,CHF,-0.643019048,27447291.67,20160202,TRUE,20160506,E,FALSE,TRUE,0.009
PF00013725,,OFF00001002,C,20160218,43450000,M,-0.00232,CHF,-0.643019048,43446198.13,20160218,TRUE,20160225,E,FALSE,TRUE,0.0054
PF00013690,,OFF00001002,C,20160205,4.40E+07,M,-0.00232,CHF,-0.643019048,43917695.56,20160205,TRUE,20160506,E,FALSE,TRUE,0.00888
PF00013733,,OFF00001002,C,20160222,47795000,M,-0.00232,CHF,-0.643019048,47702649.44,20160222,TRUE,20160527,E,FALSE,TRUE,0.00888
PF00013696,,OFF00001002,C,20160208,48620000,M,-0.00232,CHF,-0.643019048,48529053.59,20160208,TRUE,20160509,E,FALSE,TRUE,0.00888
PF00013681,,OFF00001002,C,20160203,5.50E+07,M,-0.00232,CHF,-0.643019048,54897394.44,20160202,TRUE,20160506,E,FALSE,TRUE,0.00876
PF00013678,,OFF00001002,C,20160202,54912000,M,-0.00232,CHF,-0.643019048,54907195.2,20160202,TRUE,20160209,E,FALSE,TRUE,0.0054
PF00013686,,OFF00001002,C,20160204,5.50E+07,M,-0.00232,CHF,-0.643019048,54995187.5,20160204,TRUE,20160211,E,FALSE,TRUE,0.0054
PF00013716,,OFF00001002,C,20160216,55022000,M,-0.00232,CHF,-0.643019048,55001168.06,20160216,TRUE,20160316,E,FALSE,TRUE,0.00564
PF00013739,,OFF00001002,C,20160223,57464000,M,-0.00232,CHF,-0.643019048,57458971.9,20160223,TRUE,20160301,E,FALSE,TRUE,0.0054
PF00013718,,OFF00001002,C,20160216,58718000,M,-0.00232,CHF,-0.643019048,58712862.18,20160216,TRUE,20160223,E,FALSE,TRUE,0.0054
PF00013676,,OFF00001002,C,20160201,70873000,M,-0.00232,CHF,-0.643019048,70738636.6,20160201,TRUE,20160502,E,FALSE,TRUE,0.009
PF00013717,,OFF00001002,C,20160216,71676000,M,-0.00232,CHF,-0.643019048,71669728.35,20160216,TRUE,20160223,E,FALSE,TRUE,0.0054
PF00013750,,OFF00001002,C,20160229,91553000,M,-0.00232,CHF,-0.643019048,91377981.18,20160229,TRUE,20160601,E,FALSE,TRUE,0.00888
PF00013689,,OFF00001002,C,20160204,1.10E+08,M,-0.00232,CHF,-0.643019048,109796500,20160204,TRUE,20160504,E,FALSE,TRUE,0.00888
PF00013720,,OFF00001002,C,20160216,114213000,M,-0.00232,CHF,-0.643019048,114203006.4,20160216,TRUE,20160223,E,FALSE,TRUE,0.0054
PF00013677,,OFF00001002,C,20160203,1.21E+08,M,-0.00232,CHF,-0.643019048,120774267.8,20160201,TRUE,20160506,E,FALSE,TRUE,0.00876
PF00013700,,OFF00001002,C,20160209,147455000,M,-0.00232,CHF,-0.643019048,147442097.7,20160209,TRUE,20160216,E,FALSE,TRUE,0.0054
PF00013045,,OFF00001002,C,20150720,1056000,M,-0.00064,CHF,-0.611869565,1055963.04,20150720,TRUE,20150727,E,FALSE,TRUE,0.00216
PF00013019,,OFF00001002,C,20150713,1100000,M,-0.00064,CHF,-0.611869565,1099961.5,20150713,TRUE,20150720,E,FALSE,TRUE,0.00216
PF00013079,,OFF00001002,C,20150730,2530000,M,-0.00064,CHF,-0.611869565,2529988.053,20150730,TRUE,20150731,E,FALSE,TRUE,0.00204
PF00013073,,OFF00001002,C,20150729,4664000,M,-0.00064,CHF,-0.611869565,4663836.76,20150729,TRUE,20150805,E,FALSE,TRUE,0.00216
PF00013041,,OFF00001002,C,20150717,8800000,M,-0.00064,CHF,-0.611869565,8799890,20150717,TRUE,20150720,E,FALSE,TRUE,0.0018
PF00012985,,OFF00001002,C,20150702,14190000,M,-0.00064,CHF,-0.611869565,14189503.35,20150702,TRUE,20150709,E,FALSE,TRUE,0.00216
PF00013064,,OFF00001002,C,20150724,14641000,M,-0.00064,CHF,-0.611869565,14640487.57,20150724,TRUE,20150731,E,FALSE,TRUE,0.00216
PF00013061,,OFF00001002,C,20150723,15004000,M,-0.00064,CHF,-0.611869565,15003474.86,20150723,TRUE,20150730,E,FALSE,TRUE,0.00216
PF00013063,,OFF00001002,C,20150724,18381000,M,-0.00064,CHF,-0.611869565,18380356.67,20150724,TRUE,20150731,E,FALSE,TRUE,0.00216
PF00013080,,OFF00001002,C,20150730,20383000,M,-0.00064,CHF,-0.611869565,20382903.75,20150730,TRUE,20150731,E,FALSE,TRUE,0.00204
PF00013015,,OFF00001002,C,20150710,30360000,M,-0.00064,CHF,-0.611869565,30358937.4,20150710,TRUE,20150717,E,FALSE,TRUE,0.00216
PF00013057,,OFF00001002,C,20150723,33363000,M,-0.00064,CHF,-0.611869565,33361999.11,20150723,TRUE,20150729,E,FALSE,TRUE,0.00216
PF00013075,,OFF00001002,C,20150729,42592000,M,-0.00064,CHF,-0.611869565,42581943.56,20150729,TRUE,20150901,E,FALSE,TRUE,0.003
PF00013053,,OFF00001002,C,20150722,53482000,M,-0.00064,CHF,-0.611869565,53480662.95,20150722,TRUE,20150727,E,FALSE,TRUE,0.00216
PF00013085,,OFF00001002,C,20150731,53801000,M,-0.00064,CHF,-0.611869565,53800237.82,20150731,TRUE,20150803,E,FALSE,TRUE,0.00204
PF00013082,,OFF00001002,C,20150731,55880000,M,-0.00064,CHF,-0.611869565,55867970.28,20150731,TRUE,20150831,E,FALSE,TRUE,0.003
PF00013078,,OFF00001002,C,20150730,66374000,M,-0.00064,CHF,-0.611869565,66373686.57,20150730,TRUE,20150731,E,FALSE,TRUE,0.00204
PF00013051,,OFF00001002,C,20150722,67012000,M,-0.00064,CHF,-0.611869565,67009654.58,20150722,TRUE,20150729,E,FALSE,TRUE,0.00216
PF00013059,,OFF00001002,C,20150723,74800000,M,-0.00064,CHF,-0.611869565,74797382,20150723,TRUE,20150730,E,FALSE,TRUE,0.00216
PF00013014,,OFF00001002,C,20150710,80520000,M,-0.00064,CHF,-0.611869565,80517181.8,20150710,TRUE,20150717,E,FALSE,TRUE,0.00216
PF00013076,,OFF00001002,C,20150731,82500000,M,-0.00064,CHF,-0.611869565,82497112.5,20150730,TRUE,20150807,E,FALSE,TRUE,0.00216
PF00013071,,OFF00001002,C,20150729,86405000,M,-0.00064,CHF,-0.611869565,86401975.83,20150729,TRUE,20150805,E,FALSE,TRUE,0.00216
PF00012980,,OFF00001002,C,20150701,88473000,M,-0.00064,CHF,-0.611869565,88469903.45,20150701,TRUE,20150708,E,FALSE,TRUE,0.00216
PF00013081,,OFF00001002,C,20150731,101024000,M,-0.00064,CHF,-0.611869565,101020464.2,20150731,TRUE,20150807,E,FALSE,TRUE,0.00216
PF00013072,,OFF00001002,C,20150729,106095000,M,-0.00064,CHF,-0.611869565,106091286.7,20150729,TRUE,20150805,E,FALSE,TRUE,0.00216
PF00013070,,OFF00001002,C,20150730,1.10E+08,M,-0.00064,CHF,-0.611869565,109975555.6,20150728,TRUE,20150831,E,FALSE,TRUE,0.003
PF00013043,,OFF00001002,C,20150720,1.10E+08,M,-0.00064,CHF,-0.611869565,109976319.4,20150720,TRUE,20150820,E,FALSE,TRUE,0.003
PF00013039,,OFF00001002,C,20150717,1.10E+08,M,-0.00064,CHF,-0.611869565,109996150,20150717,TRUE,20150724,E,FALSE,TRUE,0.00216
PF00013050,,OFF00001002,C,20150722,1.10E+08,M,-0.00064,CHF,-0.611869565,109996150,20150722,TRUE,20150729,E,FALSE,TRUE,0.00216
PF00012993,,OFF00001002,C,20150706,1.10E+08,M,-0.00064,CHF,-0.611869565,109996150,20150706,TRUE,20150713,E,FALSE,TRUE,0.00216
PF00012997,,OFF00001002,C,20150707,1.10E+08,M,-0.00064,CHF,-0.611869565,109996700,20150707,TRUE,20150713,E,FALSE,TRUE,0.00216
PF00013003,,OFF00001002,C,20150708,115115000,M,-0.00064,CHF,-0.611869565,115110971,20150708,TRUE,20150715,E,FALSE,TRUE,0.00216
PF00013017,,OFF00001002,C,20150710,119900000,M,-0.00064,CHF,-0.611869565,119894005,20150710,TRUE,20150720,E,FALSE,TRUE,0.00216
PF00012983,,OFF00001002,C,20150702,125565000,M,-0.00064,CHF,-0.611869565,125560605.2,20150702,TRUE,20150709,E,FALSE,TRUE,0.00216
PF00013025,,OFF00001002,C,20150715,128920000,M,-0.00064,CHF,-0.611869565,128915487.8,20150715,TRUE,20150722,E,FALSE,TRUE,0.00216
PF00013037,,OFF00001002,C,20150716,133672000,M,-0.00064,CHF,-0.611869565,133667321.5,20150716,TRUE,20150723,E,FALSE,TRUE,0.00216
PF00012984,,OFF00001002,C,20150702,146223000,M,-0.00064,CHF,-0.611869565,146217882.2,20150702,TRUE,20150709,E,FALSE,TRUE,0.00216
PF00013004,,OFF00001002,C,20150708,169235000,M,-0.00064,CHF,-0.611869565,169229076.8,20150708,TRUE,20150715,E,FALSE,TRUE,0.00216
PF00013027,,OFF00001002,C,20150715,169235000,M,-0.00064,CHF,-0.611869565,169229076.8,20150715,TRUE,20150722,E,FALSE,TRUE,0.00216
PF00012979,,OFF00001002,C,20150701,1.76E+08,M,-0.00064,CHF,-0.611869565,175993840,20150701,TRUE,20150708,E,FALSE,TRUE,0.00216
PF00013066,,OFF00001002,C,20150727,180114000,M,-0.00064,CHF,-0.611869565,180110597.8,20150727,TRUE,20150731,E,FALSE,TRUE,0.00204
PF00013038,,OFF00001002,C,20150717,247390000,M,-0.00064,CHF,-0.611869565,247381341.4,20150717,TRUE,20150724,E,FALSE,TRUE,0.00216
PF00013013,,OFF00001002,C,20150710,273713000,M,-0.00064,CHF,-0.611869565,273703420,20150710,TRUE,20150717,E,FALSE,TRUE,0.00216
PF00012981,,OFF00001002,C,20150701,314314000,M,-0.00064,CHF,-0.611869565,314302999,20150701,TRUE,20150708,E,FALSE,TRUE,0.00216
PF00012851,,OFF00001002,C,20150604,814000,M,-0.00057,CHF,-0.607781818,813876.5433,20150604,TRUE,20150630,E,FALSE,TRUE,0.00252
PF00012877,,OFF00001002,C,20150608,3300000,M,-0.00057,CHF,-0.607781818,3299615,20150608,TRUE,20150629,E,FALSE,TRUE,0.0024
PF00012967,,OFF00001002,C,20150629,3300000,M,-0.00057,CHF,-0.607781818,3299884.5,20150629,TRUE,20150706,E,FALSE,TRUE,0.00216
PF00012842,,OFF00001002,C,20150601,4334000,M,-0.00057,CHF,-0.607781818,4333873.592,20150601,TRUE,20150608,E,FALSE,TRUE,0.0018
PF00012918,,OFF00001002,C,20150617,5082000,M,-0.00057,CHF,-0.607781818,5081822.13,20150617,TRUE,20150624,E,FALSE,TRUE,0.00216
PF00012974,,OFF00001002,C,20150630,11165000,M,-0.00057,CHF,-0.607781818,11164665.05,20150630,TRUE,20150706,E,FALSE,TRUE,0.00216
PF00012852,,OFF00001002,C,20150604,11308000,M,-0.00057,CHF,-0.607781818,11306284.95,20150604,TRUE,20150630,E,FALSE,TRUE,0.00252
PF00012849,,OFF00001002,C,20150603,15807000,M,-0.00057,CHF,-0.607781818,15806578.48,20150603,TRUE,20150609,E,FALSE,TRUE,0.00192
PF00012908,,OFF00001002,C,20150615,18315000,M,-0.00057,CHF,-0.607781818,18314394.59,20150615,TRUE,20150622,E,FALSE,TRUE,0.00204
PF00012934,,OFF00001002,C,20150622,18392000,M,-0.00057,CHF,-0.607781818,18391356.28,20150622,TRUE,20150629,E,FALSE,TRUE,0.00216
PF00012957,,OFF00001002,C,20150626,2.20E+07,M,-0.00057,CHF,-0.607781818,21998900,20150626,TRUE,20150706,E,FALSE,TRUE,0.00216
PF00012860,,OFF00001002,C,20150605,27500000,M,-0.00057,CHF,-0.607781818,27499725,20150605,TRUE,20150608,E,FALSE,TRUE,0.00144
PF00012873,,OFF00001002,C,20150608,28534000,M,-0.00057,CHF,-0.607781818,28533896.96,20150608,TRUE,20150609,E,FALSE,TRUE,0.00156
PF00012875,,OFF00001002,C,20150608,39611000,M,-0.00057,CHF,-0.607781818,39606147.65,20150608,TRUE,20150629,E,FALSE,TRUE,0.00252
PF00012965,,OFF00001002,C,20150629,39655000,M,-0.00057,CHF,-0.607781818,39654834.77,20150629,TRUE,20150630,E,FALSE,TRUE,0.0018
PF00012878,,OFF00001002,C,20150608,45144000,M,-0.00057,CHF,-0.607781818,45138733.2,20150608,TRUE,20150629,E,FALSE,TRUE,0.0024
PF00012951,,OFF00001002,C,20150625,49522000,M,-0.00057,CHF,-0.607781818,49520266.73,20150625,TRUE,20150702,E,FALSE,TRUE,0.00216
PF00012933,,OFF00001002,C,20150622,5.50E+07,M,-0.00057,CHF,-0.607781818,54998075,20150622,TRUE,20150629,E,FALSE,TRUE,0.00216
PF00012848,,OFF00001002,C,20150603,62315000,M,-0.00057,CHF,-0.607781818,62313338.27,20150603,TRUE,20150609,E,FALSE,TRUE,0.00192
PF00012932,,OFF00001002,C,20150622,66528000,M,-0.00057,CHF,-0.607781818,66525671.52,20150622,TRUE,20150629,E,FALSE,TRUE,0.00216
PF00012960,,OFF00001002,C,20150626,71335000,M,-0.00057,CHF,-0.607781818,71332859.95,20150626,TRUE,20150702,E,FALSE,TRUE,0.00216
PF00012887,,OFF00001002,C,20150609,71500000,M,-0.00057,CHF,-0.607781818,71494716.94,20150609,TRUE,20150623,E,FALSE,TRUE,0.00228
PF00012874,,OFF00001002,C,20150608,71500000,M,-0.00057,CHF,-0.607781818,71499741.81,20150608,TRUE,20150609,E,FALSE,TRUE,0.00156
PF00012959,,OFF00001002,C,20150626,75900000,M,-0.00057,CHF,-0.607781818,75897723,20150626,TRUE,20150702,E,FALSE,TRUE,0.00216
PF00012958,,OFF00001002,C,20150626,76043000,M,-0.00057,CHF,-0.607781818,76040718.71,20150626,TRUE,20150702,E,FALSE,TRUE,0.00216
PF00012904,,OFF00001002,C,20150612,76395000,M,-0.00057,CHF,-0.607781818,76392474.72,20150612,TRUE,20150619,E,FALSE,TRUE,0.00204
PF00012862,,OFF00001002,C,20150605,77011000,M,-0.00057,CHF,-0.607781818,76999769.23,20150605,TRUE,20150630,E,FALSE,TRUE,0.00252
PF00012955,,OFF00001002,C,20150626,82500000,M,-0.00057,CHF,-0.607781818,82478229.17,20150626,TRUE,20150803,E,FALSE,TRUE,0.003
PF00012954,,OFF00001002,C,20150626,82500000,M,-0.00057,CHF,-0.607781818,82479947.92,20150625,TRUE,20150731,E,FALSE,TRUE,0.003
PF00012876,,OFF00001002,C,20150608,85536000,M,-0.00057,CHF,-0.607781818,85526020.8,20150608,TRUE,20150629,E,FALSE,TRUE,0.0024
PF00012890,,OFF00001002,C,20150610,90200000,M,-0.00057,CHF,-0.607781818,90197369.17,20150610,TRUE,20150617,E,FALSE,TRUE,0.0018
PF00012966,,OFF00001002,C,20150629,91608000,M,-0.00057,CHF,-0.607781818,91604793.72,20150629,TRUE,20150706,E,FALSE,TRUE,0.00216
PF00012901,,OFF00001002,C,20150611,105787000,M,-0.00057,CHF,-0.607781818,105783503.2,20150611,TRUE,20150618,E,FALSE,TRUE,0.00204
PF00012892,,OFF00001002,C,20150610,106425000,M,-0.00057,CHF,-0.607781818,106424556.6,20150610,TRUE,20150611,E,FALSE,TRUE,0.0018
PF00012977,,OFF00001002,C,20150630,106458000,M,-0.00057,CHF,-0.607781818,106432124.8,20150630,TRUE,20150804,E,FALSE,TRUE,0.003
PF00012928,,OFF00001002,C,20150618,106964000,M,-0.00057,CHF,-0.607781818,106960256.3,20150618,TRUE,20150625,E,FALSE,TRUE,0.00216
PF00012971,,OFF00001002,C,20150630,1.10E+08,M,-0.00057,CHF,-0.607781818,109970300,20150630,TRUE,20150805,E,FALSE,TRUE,0.00324
PF00012872,,OFF00001002,C,20150608,1.10E+08,M,-0.00057,CHF,-0.607781818,109986555.6,20150608,TRUE,20150630,E,FALSE,TRUE,0.0024
PF00012914,,OFF00001002,C,20150617,1.10E+08,M,-0.00057,CHF,-0.607781818,109996363.9,20150616,TRUE,20150624,E,FALSE,TRUE,0.00204
PF00012948,,OFF00001002,C,20150625,110451000,M,-0.00057,CHF,-0.607781818,110421086.2,20150624,TRUE,20150803,E,FALSE,TRUE,0.003
PF00012889,,OFF00001002,C,20150610,115071000,M,-0.00057,CHF,-0.607781818,115067643.8,20150610,TRUE,20150617,E,FALSE,TRUE,0.0018
PF00012916,,OFF00001002,C,20150617,117700000,M,-0.00057,CHF,-0.607781818,117695880.5,20150617,TRUE,20150624,E,FALSE,TRUE,0.00216
PF00012956,,OFF00001002,C,20150626,126500000,M,-0.00057,CHF,-0.607781818,126466618.1,20150626,TRUE,20150803,E,FALSE,TRUE,0.003
PF00012952,,OFF00001002,C,20150625,134497000,M,-0.00057,CHF,-0.607781818,134459639.7,20150625,TRUE,20150804,E,FALSE,TRUE,0.003
